10	124977.449988	3340.299090
7340	-nan(ind)	-nan(ind)
7350	-nan(ind)	-nan(ind)
7360	-nan(ind)	-nan(ind)
7370	-nan(ind)	-nan(ind)
7380	-nan(ind)	-nan(ind)
7390	-nan(ind)	-nan(ind)
7400	-nan(ind)	-nan(ind)
7410	-nan(ind)	-nan(ind)
7420	-nan(ind)	-nan(ind)
7430	-nan(ind)	-nan(ind)
7440	-nan(ind)	-nan(ind)
7450	-nan(ind)	-nan(ind)
7460	-nan(ind)	-nan(ind)
7470	-nan(ind)	-nan(ind)
7480	-nan(ind)	-nan(ind)
7490	-nan(ind)	-nan(ind)
7500	-nan(ind)	-nan(ind)
7510	-nan(ind)	-nan(ind)
7520	-nan(ind)	-nan(ind)
7530	-nan(ind)	-nan(ind)
7540	-nan(ind)	-nan(ind)
7550	-nan(ind)	-nan(ind)
7560	-nan(ind)	-nan(ind)
7570	-nan(ind)	-nan(ind)
7580	-nan(ind)	-nan(ind)
7590	-nan(ind)	-nan(ind)
7600	-nan(ind)	-nan(ind)
7610	-nan(ind)	-nan(ind)
7620	-nan(ind)	-nan(ind)
7630	-nan(ind)	-nan(ind)
7640	-nan(ind)	-nan(ind)
7650	-nan(ind)	-nan(ind)
7660	-nan(ind)	-nan(ind)
7670	-nan(ind)	-nan(ind)
7680	-nan(ind)	-nan(ind)
7690	-nan(ind)	-nan(ind)
7700	-nan(ind)	-nan(ind)
7710	-nan(ind)	-nan(ind)
7720	-nan(ind)	-nan(ind)
7730	-nan(ind)	-nan(ind)
7740	-nan(ind)	-nan(ind)
7750	-nan(ind)	-nan(ind)
7760	-nan(ind)	-nan(ind)
7770	-nan(ind)	-nan(ind)
7780	-nan(ind)	-nan(ind)
7790	-nan(ind)	-nan(ind)
7800	-nan(ind)	-nan(ind)
7810	-nan(ind)	-nan(ind)
7820	-nan(ind)	-nan(ind)
7830	-nan(ind)	-nan(ind)
7840	-nan(ind)	-nan(ind)
7850	-nan(ind)	-nan(ind)
7860	-nan(ind)	-nan(ind)
7870	-nan(ind)	-nan(ind)
7880	-nan(ind)	-nan(ind)
7890	-nan(ind)	-nan(ind)
7900	-nan(ind)	-nan(ind)
7910	-nan(ind)	-nan(ind)
7920	-nan(ind)	-nan(ind)
7930	-nan(ind)	-nan(ind)
7940	-nan(ind)	-nan(ind)
7950	-nan(ind)	-nan(ind)
7960	-nan(ind)	-nan(ind)
7970	-nan(ind)	-nan(ind)
7980	-nan(ind)	-nan(ind)
7990	-nan(ind)	-nan(ind)
8000	-nan(ind)	-nan(ind)
8010	-nan(ind)	-nan(ind)
8020	-nan(ind)	-nan(ind)
8030	-nan(ind)	-nan(ind)
8040	-nan(ind)	-nan(ind)
8050	-nan(ind)	-nan(ind)
8060	-nan(ind)	-nan(ind)
8070	-nan(ind)	-nan(ind)
8080	-nan(ind)	-nan(ind)
8090	-nan(ind)	-nan(ind)
8100	-nan(ind)	-nan(ind)
8110	-nan(ind)	-nan(ind)
8120	-nan(ind)	-nan(ind)
8130	-nan(ind)	-nan(ind)
8140	-nan(ind)	-nan(ind)
8150	-nan(ind)	-nan(ind)
8160	-nan(ind)	-nan(ind)
8170	-nan(ind)	-nan(ind)
8180	-nan(ind)	-nan(ind)
8190	-nan(ind)	-nan(ind)
8200	-nan(ind)	-nan(ind)
8210	-nan(ind)	-nan(ind)
8220	-nan(ind)	-nan(ind)
8230	-nan(ind)	-nan(ind)
8240	-nan(ind)	-nan(ind)
8250	-nan(ind)	-nan(ind)
8260	-nan(ind)	-nan(ind)
8270	-nan(ind)	-nan(ind)
8280	-nan(ind)	-nan(ind)
8290	-nan(ind)	-nan(ind)
8300	-nan(ind)	-nan(ind)
8310	-nan(ind)	-nan(ind)
8320	-nan(ind)	-nan(ind)
8330	-nan(ind)	-nan(ind)
8340	-nan(ind)	-nan(ind)
8350	-nan(ind)	-nan(ind)
8360	-nan(ind)	-nan(ind)
8370	-nan(ind)	-nan(ind)
8380	-nan(ind)	-nan(ind)
8390	-nan(ind)	-nan(ind)
8400	-nan(ind)	-nan(ind)
8410	-nan(ind)	-nan(ind)
8420	-nan(ind)	-nan(ind)
8430	-nan(ind)	-nan(ind)
8440	-nan(ind)	-nan(ind)
8450	-nan(ind)	-nan(ind)
8460	-nan(ind)	-nan(ind)
8470	-nan(ind)	-nan(ind)
8480	-nan(ind)	-nan(ind)
8490	-nan(ind)	-nan(ind)
8500	-nan(ind)	-nan(ind)
8510	-nan(ind)	-nan(ind)
8520	-nan(ind)	-nan(ind)
8530	-nan(ind)	-nan(ind)
8540	-nan(ind)	-nan(ind)
8550	-nan(ind)	-nan(ind)
8560	-nan(ind)	-nan(ind)
8570	-nan(ind)	-nan(ind)
8580	-nan(ind)	-nan(ind)
8590	-nan(ind)	-nan(ind)
8600	-nan(ind)	-nan(ind)
8610	-nan(ind)	-nan(ind)
8620	-nan(ind)	-nan(ind)
8630	-nan(ind)	-nan(ind)
8640	-nan(ind)	-nan(ind)
8650	-nan(ind)	-nan(ind)
8660	-nan(ind)	-nan(ind)
8670	-nan(ind)	-nan(ind)
8680	-nan(ind)	-nan(ind)
8690	-nan(ind)	-nan(ind)
8700	-nan(ind)	-nan(ind)
8710	-nan(ind)	-nan(ind)
8720	-nan(ind)	-nan(ind)
8730	-nan(ind)	-nan(ind)
8740	-nan(ind)	-nan(ind)
8750	-nan(ind)	-nan(ind)
8760	-nan(ind)	-nan(ind)
8770	-nan(ind)	-nan(ind)
8780	-nan(ind)	-nan(ind)
8790	-nan(ind)	-nan(ind)
8800	-nan(ind)	-nan(ind)
8810	-nan(ind)	-nan(ind)
8820	-nan(ind)	-nan(ind)
8830	-nan(ind)	-nan(ind)
8840	-nan(ind)	-nan(ind)
8850	-nan(ind)	-nan(ind)
8860	-nan(ind)	-nan(ind)
8870	-nan(ind)	-nan(ind)
8880	-nan(ind)	-nan(ind)
8890	-nan(ind)	-nan(ind)
8900	-nan(ind)	-nan(ind)
8910	-nan(ind)	-nan(ind)
8920	-nan(ind)	-nan(ind)
8930	-nan(ind)	-nan(ind)
8940	-nan(ind)	-nan(ind)
8950	-nan(ind)	-nan(ind)
8960	-nan(ind)	-nan(ind)
8970	-nan(ind)	-nan(ind)
8980	-nan(ind)	-nan(ind)
8990	-nan(ind)	-nan(ind)
9000	-nan(ind)	-nan(ind)
9010	-nan(ind)	-nan(ind)
9020	-nan(ind)	-nan(ind)
9030	-nan(ind)	-nan(ind)
9040	-nan(ind)	-nan(ind)
9050	-nan(ind)	-nan(ind)
9060	-nan(ind)	-nan(ind)
9070	-nan(ind)	-nan(ind)
9080	-nan(ind)	-nan(ind)
9090	-nan(ind)	-nan(ind)
9100	-nan(ind)	-nan(ind)
9110	-nan(ind)	-nan(ind)
9120	-nan(ind)	-nan(ind)
9130	-nan(ind)	-nan(ind)
9140	-nan(ind)	-nan(ind)
9150	-nan(ind)	-nan(ind)
9160	-nan(ind)	-nan(ind)
9170	-nan(ind)	-nan(ind)
9180	-nan(ind)	-nan(ind)
9190	-nan(ind)	-nan(ind)
9200	-nan(ind)	-nan(ind)
9210	-nan(ind)	-nan(ind)
9220	-nan(ind)	-nan(ind)
9230	-nan(ind)	-nan(ind)
9240	-nan(ind)	-nan(ind)
9250	-nan(ind)	-nan(ind)
9260	-nan(ind)	-nan(ind)
9270	-nan(ind)	-nan(ind)
9280	-nan(ind)	-nan(ind)
9290	-nan(ind)	-nan(ind)
9300	-nan(ind)	-nan(ind)
9310	-nan(ind)	-nan(ind)
9320	-nan(ind)	-nan(ind)
9330	-nan(ind)	-nan(ind)
9340	-nan(ind)	-nan(ind)
9350	-nan(ind)	-nan(ind)
9360	-nan(ind)	-nan(ind)
9370	-nan(ind)	-nan(ind)
9380	-nan(ind)	-nan(ind)
9390	-nan(ind)	-nan(ind)
9400	-nan(ind)	-nan(ind)
9410	-nan(ind)	-nan(ind)
9420	-nan(ind)	-nan(ind)
9430	-nan(ind)	-nan(ind)
9440	-nan(ind)	-nan(ind)
9450	-nan(ind)	-nan(ind)
9460	-nan(ind)	-nan(ind)
9470	-nan(ind)	-nan(ind)
9480	-nan(ind)	-nan(ind)
9490	-nan(ind)	-nan(ind)
9500	-nan(ind)	-nan(ind)
9510	-nan(ind)	-nan(ind)
9520	-nan(ind)	-nan(ind)
9530	-nan(ind)	-nan(ind)
9540	-nan(ind)	-nan(ind)
9550	-nan(ind)	-nan(ind)
9560	-nan(ind)	-nan(ind)
9570	-nan(ind)	-nan(ind)
9580	-nan(ind)	-nan(ind)
9590	-nan(ind)	-nan(ind)
9600	-nan(ind)	-nan(ind)
9610	-nan(ind)	-nan(ind)
9620	-nan(ind)	-nan(ind)
9630	-nan(ind)	-nan(ind)
9640	-nan(ind)	-nan(ind)
9650	-nan(ind)	-nan(ind)
9660	-nan(ind)	-nan(ind)
9670	-nan(ind)	-nan(ind)
9680	-nan(ind)	-nan(ind)
9690	-nan(ind)	-nan(ind)
9700	-nan(ind)	-nan(ind)
9710	-nan(ind)	-nan(ind)
9720	-nan(ind)	-nan(ind)
9730	-nan(ind)	-nan(ind)
9740	-nan(ind)	-nan(ind)
9750	-nan(ind)	-nan(ind)
9760	-nan(ind)	-nan(ind)
9770	-nan(ind)	-nan(ind)
9780	-nan(ind)	-nan(ind)
9790	-nan(ind)	-nan(ind)
9800	-nan(ind)	-nan(ind)
9810	-nan(ind)	-nan(ind)
9820	-nan(ind)	-nan(ind)
9830	-nan(ind)	-nan(ind)
9840	-nan(ind)	-nan(ind)
9850	-nan(ind)	-nan(ind)
9860	-nan(ind)	-nan(ind)
9870	-nan(ind)	-nan(ind)
9880	-nan(ind)	-nan(ind)
9890	-nan(ind)	-nan(ind)
9900	-nan(ind)	-nan(ind)
9910	-nan(ind)	-nan(ind)
9920	-nan(ind)	-nan(ind)
9930	-nan(ind)	-nan(ind)
9940	-nan(ind)	-nan(ind)
9950	-nan(ind)	-nan(ind)
9960	-nan(ind)	-nan(ind)
9970	-nan(ind)	-nan(ind)
9980	-nan(ind)	-nan(ind)
9990	-nan(ind)	-nan(ind)
10000	-nan(ind)	-nan(ind)
